TIME,GLOBAL,POLAR (N),POLAR (S),MID-LATITUDES (N),MID-LATITUDES (S),HIGH-LATITUDES (N),HIGH-LATITUDES (S),TROPICS
1982-03-12,-0.22720781,-0.0029359264,-0.0109010525,-0.028262053,-0.06938698,-0.0008281263,-0.020049997,-0.09484375
1982-03-13,-0.2221738,-0.0032543298,-0.011035499,-0.023265611,-0.06582522,-0.0015604582,-0.020534497,-0.096698225
1982-03-14,-0.22109154,-0.0040762792,-0.011193837,-0.02436915,-0.06452389,-0.001402347,-0.020771015,-0.09475502
1982-03-15,-0.22707872,-0.0038778663,-0.011451741,-0.026456578,-0.069345824,-0.0018913505,-0.022015635,-0.09203975
1982-03-16,-0.2344361,-0.0035597594,-0.011492543,-0.023585694,-0.076365374,-0.0021613608,-0.022857994,-0.094413415
1982-03-17,-0.22526395,-0.0033300044,-0.011687399,-0.024216454,-0.06800646,-0.0027790433,-0.022702169,-0.0925424
1982-03-18,-0.20816496,-0.003020799,-0.011395302,-0.025425853,-0.055170774,-0.0025395113,-0.023395099,-0.08721766
1982-03-19,-0.19571932,-0.0028103918,-0.011485173,-0.027529141,-0.045273688,-0.0024764282,-0.024515806,-0.08162873
1982-03-20,-0.1861257,-0.0027478586,-0.011958851,-0.031596716,-0.041498903,-0.0030319772,-0.023497373,-0.07179399
1982-03-21,-0.19619618,-0.002802001,-0.011979302,-0.039307225,-0.04312904,-0.003831011,-0.022058738,-0.07308889
1982-03-22,-0.1992993,-0.003116684,-0.011810893,-0.043595605,-0.045469142,-0.00420837,-0.023107437,-0.06799118
1982-03-23,-0.20134145,-0.0030850943,-0.011579638,-0.04699375,-0.047886625,-0.0052891164,-0.023512298,-0.0629949
1982-03-24,-0.20455486,-0.00287837,-0.011304731,-0.045208137,-0.05341303,-0.0066236327,-0.02353046,-0.061596483
1982-03-25,-0.21197416,-0.0030963442,-0.011077934,-0.045918,-0.068685755,-0.005878084,-0.021486428,-0.05583159
1982-03-26,-0.22426355,-0.003177552,-0.011035374,-0.047611192,-0.07473915,-0.0044318354,-0.021931307,-0.061337173
1982-03-27,-0.23649496,-0.0031309263,-0.011148855,-0.046627123,-0.074168965,-0.0049025523,-0.024631247,-0.07188532
1982-03-28,-0.24153197,-0.0029998848,-0.011169108,-0.04910687,-0.075479984,-0.0057029994,-0.024798162,-0.07227487
1982-03-29,-0.25819343,-0.0031411303,-0.0112981545,-0.05694779,-0.07378045,-0.0066289655,-0.024532665,-0.0818643
1982-03-30,-0.26898918,-0.0034656539,-0.011304643,-0.06398305,-0.07144495,-0.006755074,-0.024866814,-0.087168954
1982-03-31,-0.2643411,-0.0038703517,-0.011140808,-0.06621679,-0.072092414,-0.0066565853,-0.025110241,-0.07925379
