TIME,GLOBAL,POLAR (N),POLAR (S),MID-LATITUDES (N),MID-LATITUDES (S),HIGH-LATITUDES (N),HIGH-LATITUDES (S),TROPICS
1985-12-08,-0.3522588844315566,0.04286580257548113,-0.06647161701147349,-0.14647060254091115,-0.048750422889141304,-0.002212419858451334,-0.0023941657700218234,-0.12957929400043913
1985-12-09,-0.3578985719889116,0.011606802078729194,-0.05776247138197276,-0.17677914514086543,-0.06906567553974578,0.046188364491261194,0.0030493173866345652,-0.11515887942953985
1985-12-10,-0.40591910424661415,0.004859426739797319,-0.05268714481772947,-0.24088744060534525,-0.08208553356733024,0.08613089310400246,0.0008345844331518829,-0.12189812186554011
1985-12-11,-0.44667293866878627,0.02114176582995283,-0.05366897994709305,-0.28177801361677435,-0.06501531208537921,0.060574042941300914,-0.004214897205565986,-0.12458306097399667
1985-12-12,-0.4027098859177816,0.06654696116968024,-0.05175212511449892,-0.25812009490821436,-0.049528362588148786,0.019228405777770883,-0.0042088526499560516,-0.12628082169641544
1985-12-13,-0.4005751257312866,0.08167416928513609,-0.03878815379433292,-0.30871854828228895,-0.04186907796971719,0.042892853804911445,-0.006713037667412289,-0.12993700913402087
1985-12-14,-0.4216690395061255,0.07117227733100635,-0.05100374747571325,-0.3162116090393551,-0.04400656408615496,0.07132257178491126,-0.006299096241869379,-0.1470117131021905
1985-12-15,-0.40631380425788505,0.05430126897272348,-0.038049895840179246,-0.26787368018794494,-0.05484635211850783,0.06773479468386122,-0.004408358970085411,-0.16382943013475582
1985-12-16,-0.3508280457258934,0.02360895529356745,-0.03248256000553405,-0.19708842149054812,-0.05410035489545386,0.06788043316521304,0.0009238515760519752,-0.16122855689277898
1985-12-17,-0.28938475408709374,0.018878343985563678,-0.013812291806027202,-0.14802108986464935,-0.0428282211051783,0.034434832414060916,-0.003760050195038799,-0.1365141308749513
1985-12-18,-0.34156042411549326,-0.0028981937568751796,-0.008399419421275837,-0.16169118025738402,-0.041874586745709756,-0.00026076307842915635,-0.005693778767415029,-0.12411211237529055
1985-12-19,-0.4240511731225717,-0.014782789395989641,-0.024652496841912255,-0.19186684193209907,-0.04700226763102638,-0.011312310661200961,-0.005610034201690511,-0.133130909641108
1985-12-20,-0.4213362454586338,-0.015932083281063953,-0.03742239064118019,-0.17534298640685822,-0.05257311684771287,-0.0033436697941193346,-0.0049537431738905435,-0.1340833967335989
1985-12-21,-0.37843731886064685,-0.02616012177408824,-0.04913031873585287,-0.14591201852291671,-0.07823684400643391,0.047820527027305014,-0.004501930740799513,-0.12389940101050854
1985-12-22,-0.28680731461640363,-0.018926580771853344,-0.05361271091267324,-0.05635471872058455,-0.09228105358174295,0.0721385184127164,-0.00456606018142113,-0.13381127377945934
1985-12-23,-0.2238942879570659,-0.024659031267072428,-0.052649680964132875,0.0038921474305568782,-0.08193219028816505,0.07744051489677453,-0.00537781809234916,-0.14133727134031773
1985-12-24,-0.22471120305136064,-0.02945020628993066,-0.05152393987939144,-0.006198272381193751,-0.07445008041306134,0.09140768852092142,-0.008267183227823237,-0.1455654825700262
1985-12-25,-0.22382932368639102,-0.043578810206036496,-0.05698987699013527,-0.01784351048087251,-0.06861610055865586,0.10625353022077162,-0.00737074843777503,-0.13392169488348085
1985-12-26,-0.2506560992217916,-0.04434178559906786,-0.06738396308861849,-0.019062923279554583,-0.057840540191940355,0.07926960194784943,-0.008890163783245747,-0.13128337859531322
1985-12-27,-0.21891448830017116,0.004562125592475233,-0.057227294430715524,-0.026279885049693284,-0.06023410059076307,0.05977829913313974,-0.010421834344990782,-0.12804257590286597
1985-12-28,-0.13270262536819394,0.03336854536437785,-0.041089318824261756,0.0026963960070660376,-0.048631673742044156,0.065213438859881,-0.01273752167359254,-0.1297579797517358
1985-12-29,-0.14457849416250362,0.015966729040958857,-0.038556277271111127,0.017414151067160783,-0.051171582019686565,0.0673074016914352,-0.013797010798519724,-0.13968522941282793
1985-12-30,-0.22475123432375993,-0.001729984718016796,-0.035345785325067186,-0.013287254227007514,-0.06372107112359125,0.05818403835872013,-0.012822911524634448,-0.15425389892123711
1985-12-31,-0.24163952765299232,-0.016285326257377688,-0.013283614936735593,-0.018612972011361636,-0.05668414795781058,0.035177585044142784,-0.0133764559666246,-0.15758275342864164
1986-01-01,-0.2186318393588367,-0.026817469070175633,0.0002538764766017347,0.005503444652502838,-0.04893533090572568,0.015624266000565573,-0.013818087993632967,-0.15086355146692448
1986-01-02,-0.22678804466667063,-0.046996779722354255,0.013124109371967703,0.006700420955273127,-0.042047880446062225,-0.003009604971188407,-0.01548931161983267,-0.14126492699489004
1986-01-03,-0.25287878541267433,-0.05993737424173807,0.011089475283053865,-0.011579989853492501,-0.04785109482288345,-0.02080081386604403,-0.01563401252741066,-0.11126294698501127
1986-01-04,-0.27977712548148587,-0.049070220656191904,0.0162145441080174,-0.05392662454115358,-0.04707410996026526,-0.012364334299804268,-0.01610420546675574,-0.11917667465984243
1986-01-05,-0.2902259680513284,-0.04753633725699477,0.02288178721659248,-0.06453670820853764,-0.03949114794874046,-0.018941648581376334,-0.017063165632444626,-0.12684943753179947
